audited,ce_loss,is_disagreement,label,new_label,noise_type,oof_fold,oof_pred,oof_prob_0,oof_prob_1,orig_split,text
True,7.592488138637925,1,0,0,Suspected_False_Positive,2,1,0.0005042249104008,0.9994957447052002,train,do not forget the muzrat cop that works for him and belongs to cair
True,7.271434830047408,1,0,0,Suspected_False_Positive,1,1,0.0006951139075681,0.9993048906326294,val,user this administration never fails to keep their white trashy unprofessionalism from leaking out
True,7.259708061719242,1,0,0,Suspected_False_Positive,1,1,0.0007033133297227,0.9992966651916504,val,user user it still a thing it just very white trashy when it happens
True,7.20259480939718,1,0,0,Suspected_False_Positive,1,1,0.0007446510717272,0.999255359172821,train,gua lama lama trauma beli pulsa kalo kesedot mulu. bangsad ga tri ga indosat sama aja kayaknya \xf0\x9f\x98\xad'
True,7.0833988056267465,1,0,0,Suspected_False_Positive,4,1,0.0008389169815927,0.9991611242294312,train,"wkwk bukannya makin bagus malah makin keliatan tololnya cuy kalo ditutup-tutupin begini, masa yang bener harus minta maaf kocak 😂"
True,7.076583842039181,1,0,0,Suspected_False_Positive,3,1,0.0008446536958217,0.9991554021835328,train,gobloknya aku gak cek dulu sebelum submit
True,7.036810360498188,1,0,0,Suspected_False_Positive,3,1,0.0008789255516603,0.9991211295127868,train,Korsel negara rasis
True,6.993693486014034,1,0,0,Suspected_False_Positive,1,1,0.0009176509338431,0.999082326889038,train,"kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? 😂"
True,6.973994994469191,1,0,0,Suspected_False_Positive,3,1,0.00093590648612,0.9990641474723816,train,user user ok i admit the tractor looks like a muzzie nuni rest all
True,6.9704177266470415,1,0,0,Suspected_False_Positive,1,1,0.0009392604697495,0.9990608096122742,train,"kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? ðŸ˜‚"
True,6.938602219155211,1,0,0,Suspected_False_Positive,1,1,0.0009696239721961,0.999030351638794,train,we snap chatted for one night lol. but youre cute. snapchat me back nig
True,6.649905114730259,1,0,0,Suspected_False_Positive,4,1,0.0012941448949277,0.9987058639526368,train,"Lo itu kuat, pasti bisa melewati ini"
True,6.611475179939161,1,0,0,Suspected_False_Positive,4,1,0.0013448467943817,0.998655080795288,train,supir di jepang : apaan anjrit kaga semahal itu ege
True,6.577126956789667,1,0,0,Suspected_False_Positive,4,1,0.0013918423792347,0.99860817193985,train,Ribka itu bangga jadi anak PKI....!!! pahamkan
True,6.572725256038053,1,0,0,Suspected_False_Positive,4,1,0.0013979823561385,0.9986019730567932,train,user respect the based nigress  he would be nothing without her
True,6.545468696963292,1,0,0,Suspected_False_Positive,2,1,0.0014366105897352,0.9985634684562684,train,np big nig nig
True,6.542960902600758,1,0,0,Suspected_False_Positive,3,1,0.0014402178348973,0.9985597729682922,train,niggaz are drinking black label and corona pre game lol
True,6.518568668427987,1,0,0,Suspected_False_Positive,3,1,0.0014757799217477,0.998524248600006,train,"my hawaiian thought of the day, no aloha for muzzie pigs, ever!"
True,6.5169945958242925,1,0,0,Suspected_False_Positive,2,1,0.0014781047357246,0.9985218644142152,train,yum. that looks delicious. i can go without food but not without pussy.
True,6.498179460602781,1,0,0,Suspected_False_Positive,3,1,0.0015061787562444,0.998493790626526,train,najiiisss mirip si mba dese tidak begitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk
True,6.453586784780072,1,0,0,Suspected_False_Positive,2,1,0.001574863330461,0.9984251260757446,val,"Knet memang terlalu tinggi obsesinya dan sifat rasisnya terlalu kuat menang kalah dlm pertandingan itu uda biasa,"
True,6.446375548284069,1,0,0,Suspected_False_Positive,3,1,0.0015862610889598,0.9984136819839478,val,"Udah biasa kita bercanda kayak gini, jangan dimasukin ke hati"
True,6.435671315806148,1,0,0,Suspected_False_Positive,2,1,0.0016033319989219,0.9983966946601868,train,this pervert bastard needs to be in prison.
True,6.433768971926324,1,0,0,Suspected_False_Positive,3,1,0.0016063849907368,0.9983935952186584,train,"Paling benci dengan kalimat ""namanya juga anak-anak"" heh anak2 juga harus di kasih tau kalo dia berbuat salah jangan di maklumi terus kelakuan gak baiknya, bisa berdampak sama masa depannya woy"
True,6.382449762468661,1,0,0,Suspected_False_Positive,2,1,0.0016909753903746,0.9983090162277222,train,overdosing on heavy drugs doesnt sound bad tonight. i do that pussy shit every day.
True,6.322479236917205,1,0,0,Suspected_False_Positive,5,1,0.0017954865470528,0.998204469680786,train,fran is a hillbilly virginia mountain man who has pres white anglosaxon beliefs frankensteinmd kikme
True,6.1637780163405695,1,0,0,Suspected_False_Positive,5,1,0.0021042881999164,0.9978957176208496,train,"mepet pasti ada butuhnya.. jangan mau pak Prabowo disusupi org"" beginian"
True,6.121532630025022,1,0,0,Suspected_False_Positive,5,1,0.0021950891241431,0.9978049397468568,train,any solution to zog which doesnt deal with demographics  only laws  is no solution. northwestimperative
True,6.110593444953992,1,0,0,Suspected_False_Positive,3,1,0.0022192334290593,0.997780740261078,train,INI KULIT YG AKU MAUUUUUUUUU
True,6.08377647826195,1,0,0,Suspected_False_Positive,4,1,0.0022795516997575,0.9977204203605652,train,"matai ngeli, alu o polosi ho nifo.."
True,6.064605608643864,1,0,0,Suspected_False_Positive,4,1,0.0023236742708832,0.9976763129234314,train,KLO NGK BNR KN MALU BNG .... KLO NGK |
True,6.0449137077556205,1,0,0,Suspected_False_Positive,1,1,0.0023698853328824,0.9976301193237304,train,"fake pics  get off my tl, u r dismissed muzzie."
True,6.035736878035965,1,0,0,Suspected_False_Positive,4,1,0.0023917334619909,0.9976083040237428,train,oplas dipermak tetap jelek pokoknya mukanya tegang kek banci sudah sekian
True,6.001697877082857,1,0,0,Suspected_False_Positive,3,1,0.002474547130987,0.9975255131721495,val,shopped for new shoes the other day.  no more nikes in our family.
True,6.000649603213151,1,0,0,Suspected_False_Positive,1,1,0.0024771424941718,0.9975228905677797,train,arya is a fucking goat
True,5.966980908429143,1,0,0,Suspected_False_Positive,3,1,0.0025619645603001,0.9974379539489746,train,but percent get to wear the ever stylish mudshark monocle take that bigots
True,5.960048784160523,1,0,0,Suspected_False_Positive,1,1,0.0025797861162573,0.9974201917648317,train,love being a slut  slut whore sex nudes horny wet cock fuck
True,5.959015212009921,1,0,0,Suspected_False_Positive,3,1,0.0025824538897722,0.9974175691604614,train,Dosen bego...
True,5.95458463618701,1,0,0,Suspected_False_Positive,3,1,0.0025939210318028,0.9974060654640198,train,norak benar kegaet penjahat
True,5.933130829327046,1,0,0,Suspected_False_Positive,2,1,0.0026501717511564,0.9973498582839966,train,Kontloo
True,5.932686645629366,1,0,0,Suspected_False_Positive,3,1,0.0026513491757214,0.9973486661911012,train,#Boikotindosat ini si kuning taiiii pulsa pagi tadi Rp. 2000 an masih kepotong juga tinggal Rp. 1. padahal gk di ngapain... bener gk menghargai pelanggaan sepertinya. budek... taiiiii'
True,5.911659319926816,1,0,0,Suspected_False_Positive,2,1,0.0027076902333647,0.9972923398017884,train,fuck these cunts. this is why mgtow has a leg to stand on.
True,5.886503820102854,1,0,0,Suspected_False_Positive,4,1,0.0027766674757003,0.9972233772277832,train,MUAL BANG CUKUP
True,5.879313549563079,1,0,0,Suspected_False_Positive,3,1,0.0027967044152319,0.9972033500671388,train,itu tahi lalat.. ?kok gede BGT.. hati2 MBA takutnya kanker mendingan di cek deh
True,5.858383910479683,1,0,0,Suspected_False_Positive,5,1,0.0028558552730828,0.9971441626548768,train,white hall senior school staffs wish fellow nigerians happy independence day
True,5.8567412590189,1,0,0,Suspected_False_Positive,4,1,0.0028605503030121,0.9971394538879396,train,she is such a ham!!!!
True,5.765295782867403,1,0,0,Suspected_False_Positive,1,1,0.0031344681046903,0.9968655705451964,train,Mantan kamu yang brengsek itu jangan dilupain justru dijadikan pengingat bahwa kamu pernah salah pilih dan dibego bego
True,5.739046078106286,1,0,0,Suspected_False_Positive,3,1,0.0032178363762795,0.9967821836471558,train,Dan baberapa hari yg lalu viral bapak2 kekerangan fisik bunuh bocil yg suka Hina suka bully bapak2 itu hati2 dengan Lisanmu jgn anggap sepele bercandaan prank Dan lain lain kalau gak mau mati konyol
True,5.716451564995509,1,0,0,Suspected_False_Positive,4,1,0.0032913694158196,0.9967086315155028,train,hahhahaha sesungguhnya allah swt melaknat wanita perebut pezina suami sah oranglain
True,5.706044418558263,1,0,0,Suspected_False_Positive,3,1,0.0033258020412176,0.9966741800308228,train,INGAT GAIIS....!!! JANGAN PERNAH MEMILIH PARTAI PDI DLM PEMILIHAN UMUM BERIKUT NYA..
True,5.701344126482509,1,0,0,Suspected_False_Positive,4,1,0.0033414710778743,0.9966585636138916,train,Harap kembalikan Adul
False,5.701198647137916,1,1,1,Suspected_False_Negative,3,0,0.9966580867767334,0.0033419572282582,train,anaknya sudah pintar maknya kelempengan berasa baby tingginya azka saja melebihi mamanya
True,5.685692879654,1,0,0,Suspected_False_Positive,3,1,0.0033941806759685,0.9966058731079102,val,bitches broken hearts
True,5.6804046810167526,1,0,0,Suspected_False_Positive,1,1,0.0034121773205697,0.996587872505188,train,Kaya ninja hatori
True,5.677942580961713,1,0,0,Suspected_False_Positive,3,1,0.003420588793233,0.9965794682502748,train,"""rambutku kelihatan kampungan kalau pakai jepit ini"""
True,5.670684004911294,1,0,0,Suspected_False_Positive,5,1,0.0034455077257007,0.9965544939041138,train,bocilll jaman skrg ga punya adab yhh kok bisa'
True,5.659723931094773,1,0,0,Suspected_False_Positive,4,1,0.0034834784455597,0.9965164661407472,train,Kelakuannya tasyi bener bener ke spill semua anjrit
True,5.65822092647286,1,0,0,Suspected_False_Positive,1,1,0.0034887180663645,0.9965112805366516,train,meanwhile in the me goat resorts to drastic measures in attempt to flee raghead love
True,5.647583778638131,1,1,0,Suspected_False_Negative,3,0,0.9964739680290222,0.0035260261502116,train,musim hujan jadi mudah birahi
True,5.595459301705696,1,0,0,Suspected_False_Positive,1,1,0.0037146927788853,0.996285319328308,train,bacot banget
True,5.564336744095038,1,1,0,Suspected_False_Negative,4,0,0.9961678385734558,0.0038321213796734,train,Saya sangat ingin makan banyak orang ingin bahagia2
